"","ResponseId","Q2","Q11","t2"
"404","R_3Eg7UpI0OppERmt","missouri","wheat","wheat"
"405","R_WlIy7F3VrbcA5c5","tennessee","wheat","wheat"
"406","R_1fjGeGHLDZY8ZO7","tennessee","soybeans","soybeans"
"407","R_25XAPh1gV2U1zFR","mississippi","chicken","chicken"
"408","R_ZkPxVB2cEcOHe01","arkansas","chicken","chicken"
"409","R_11YICglJnN9c4OD","tennessee","corn","corn cotton soybeans"
"410","R_11YICglJnN9c4OD","tennessee","cotton","corn cotton soybeans"
"411","R_11YICglJnN9c4OD","tennessee","soybeans","corn cotton soybeans"
"412","R_6Gdr0hO9lNwSGNb","mississippi","none","none"
"413","R_3MQEp8vwiQaJvvX","missouri","none","none"
"414","R_XOfX3LGfXD7bhjH","tennessee","rice","rice"
"415","R_3L6APui3EOMxmLR","arkansas","corn","corn"
"416","R_3L6APui3EOMxmLR","arkansas","grains","grains"
"417","R_1k1uWMDxVNYqub1","missouri","seafood","fish"
"418","R_1kIwei9LsS39emZ","missouri","soybeans","soybeans"
"419","R_27NgArkfP69sxn2","arkansas","bread","bread"
"420","R_2WSSbwRLlp4WqEE","mississippi","soybeans","soybeans"
"421","R_1nPfOXrIiaMm4up","tennessee","carrots","carrots"
"422","R_1nPfOXrIiaMm4up","tennessee","corn","corn"
"423","R_3Rr9nIRzsWWBWkq","mississippi","seafood","fish"
"424","R_1LUnhasnY6LMNGw","mississippi","corn","corn"
"425","R_yyVhUUF55Je3Rw5","tennessee","none","none"
"426","R_1FeSqgcXnHRnuQP","tennessee","seafood","fish"
"427","R_eDlTr2ghGKNM32F","louisiana","chicken","chicken"
"428","R_3iRzUu9jtq7Gnuk","mississippi","corn","corn"
"429","R_1hQFPLiPE8zs9zA","missouri","seafood","crawfish"
"430","R_eMbb8sfovl7Zv1v","louisiana","none","none"
"431","R_1Ioaf3XjB1A4ytz","louisiana","seafood","fish"
"432","R_afqr9JJ15tIoKYx","mississippi","seafood","fish"
"433","R_3EfAXT5vvmaml0o","tennessee","seafood","fish"
"434","R_1fjDjOX3nwTdjdy","arkansas","seafood","fish"
"435","R_zeFgHGeYb6rYsCd","mississippi","flour","flour"
"436","R_2Yn6eDlTcFrB2d8","mississippi","greens","greens"
"437","R_2ZQF5HiZCljxirU","tennessee","rice","rice"
"438","R_2ZQF5HiZCljxirU","tennessee","soybeans","soybeans"
"439","R_3Rl6DXUx0PLUhA4","louisiana","rice","rice dressing"
"440","R_3Rl6DXUx0PLUhA4","louisiana","dressing","rice dressing"
"441","R_3RmV6uWBF2aIqaD","tennessee","rice","rice sugarcane"
"442","R_3RmV6uWBF2aIqaD","tennessee","sugarcane","rice sugarcane"
"443","R_3iDwTOkZfVZACi8","tennessee","trout","trout"
"444","R_1mwrBkZji8rT5y0","louisiana","seafood","fish"
"445","R_1mwrBkZji8rT5y0","louisiana","seafood","shrimp"
"446","R_1mwrBkZji8rT5y0","louisiana","oysters","oysters"
"447","R_3KpCHtMrgOBQOU0","tennessee","okra","okra corn"
"448","R_3KpCHtMrgOBQOU0","tennessee","corn","okra corn"
"449","R_3KpCHtMrgOBQOU0","tennessee","peaches","peaches"
"450","R_1kHwR8BcDmE2ZKP","louisiana","potatoes","potatoes"
"451","R_3rUvpnXPh15jhXU","arkansas","coleslaw","coleslaw"
"452","R_3rUvpnXPh15jhXU","arkansas","pork","pork"
"453","R_3rUvpnXPh15jhXU","arkansas","seafood","fish"
"454","R_STObD3KJVMGbcpX","arkansas","none","none"
"455","R_C9REwZq2kP0SObv","tennessee","chicken","chicken pot pie"
"456","R_C9REwZq2kP0SObv","tennessee","pot","chicken pot pie"
"457","R_datMbbolTRd5Z5f","missouri","cabbage","cabbage"
"458","R_2wgyOGcg15MTJ3b","tennessee","corn","corn"
"459","R_2wgyOGcg15MTJ3b","tennessee","soybeans","soybeans"
"460","R_9AlKnfVSfLiXfgZ","tennessee","soybeans","soybeans"
"461","R_28Ytz4iMDNNIJlS","mississippi","beef","beef"
"462","R_1MLmaqQQC3U14xS","tennessee","beef","beef"
"463","R_2xYq3MfEfsRfhx7","tennessee","corn","corn"
"464","R_1kNdB8CNyrDDcgd","mississippi","cotton","cotton"
"465","R_2VkGBtwcVrwXoqg","tennessee","friedeverything","friedeverything"
"466","R_2cuxlBZjkH3eJMc","arkansas","greens","greens"
"467","R_10JgHSB43OvukYO","louisiana","none","none"
"468","R_2AQJVRRMmOorBVL","mississippi","none","none"
"469","R_27jplkLX3twzmBU","mississippi","peas","peas"
"470","R_1oo6obAiG353WXN","mississippi","soybeans","soybeans"
"471","R_1oo6obAiG353WXN","mississippi","corn","corn"
"472","R_6m6Nsc1bUrgA2XL","tennessee","fruit","fruit"
"473","R_RfW9oiiHlr25qw1","arkansas","peaches","peaches"
"474","R_2uWWSbGaA2xGX70","tennessee","pumpkin","pumpkins"
"475","R_2uWWSbGaA2xGX70","tennessee","tobacco","tobacco"
"476","R_2uWWSbGaA2xGX70","tennessee","cotton","cotton"
"477","R_1CBywzbiAABZ3OD","mississippi","soybeans","soybeans"
"478","R_PMTKaFziiprPFPb","arkansas","rice","rice"
"479","R_PMTKaFziiprPFPb","arkansas","corn","corn"
"480","R_PMTKaFziiprPFPb","arkansas","potatoes","potatoes"
"481","R_3nUkOrNH2wgiTQ1","tennessee","corn","corn"
"482","R_yDviBvG6PhpQHpT","missouri","corn","corn"
"483","R_1gvCHqZGv8zVjpo","mississippi","corn","corn"
"484","R_1etMME4i74JAc4f","missouri","corn","corn"
"485","R_29caJYEeHZBMQrD","tennessee","fruit","fruit"
"486","R_31gyxzPnbtXMHVn","arkansas","nuts","nuts"
"487","R_2w1Eh3WnGwEsQn4","tennessee","potatoes","potatoes"
"488","R_xDRFFMg5AyqpQQ1","louisiana","seafood","seafood"
"489","R_ptvPeiugK72e94l","tennessee","turnips","turnips"
"490","R_1BRTb4d4GCaVYbL","tennessee","wheat","wheat"
"491","R_1BRTb4d4GCaVYbL","tennessee","beef","beef"
"492","R_1BRTb4d4GCaVYbL","tennessee","sheep","sheep"
"493","R_1BRTb4d4GCaVYbL","tennessee","chicken","chicken"
"494","R_6yuI4pCZmJXUO5P","louisiana","sugarcane","sugarcane"
"495","R_ONA5aEHwLokbkDn","tennessee","soybeans","soybeans"
"496","R_ONA5aEHwLokbkDn","tennessee","cotton","cotton"
"497","R_ONA5aEHwLokbkDn","tennessee","corn","corn"
"498","R_ONA5aEHwLokbkDn","tennessee","grains","grains"
"499","R_WcJpOe6ycOBiICt","arkansas","peaches","peaches"
"500","R_3nxfbo9q068NukH","louisiana","seafood","seafood"
"501","R_u37074ksoYQWK3v","arkansas","rice","rice beans soybeans milo"
"502","R_u37074ksoYQWK3v","arkansas","beans","rice beans soybeans milo"
"503","R_u37074ksoYQWK3v","arkansas","soybeans","rice beans soybeans milo"
"504","R_u37074ksoYQWK3v","arkansas","milo","rice beans soybeans milo"
"505","R_32009arM7d3AgXX","louisiana","sugarcane","sugarcane"
"506","R_401igAuHZjSZHgt","arkansas","cotton","cotton"
"507","R_12AydeLyjFFAl0u","missouri","corn","corn"
"508","R_9ZfOFJfNcQnbZ1T","mississippi","seafood","fish"
"509","R_D8A9DwE4AyCN2bT","arkansas","seafood","fish beans"
"510","R_D8A9DwE4AyCN2bT","arkansas","beans","fish beans"
"511","R_1IuWwXntHv7ogAm","louisiana","seafood","fish apples"
"512","R_1IuWwXntHv7ogAm","louisiana","apples","fish apples"
"513","R_R3wpILBQRFzpFXb","tennessee","corn","corn"
"514","R_Df9Y5W3OEOvhusp","louisiana","corn","corn"
"515","R_28UvGCr8bGcHdgP","arkansas","corn","corn"
"516","R_2WUNtVudFpOHR6A","missouri","corn","corn"
"517","R_1QmeUUKG8HTlZK2","tennessee","grapes","grapes"
"518","R_1MLM1SYk4IqRw3G","missouri","wheat","wheat"
"519","R_1BXIwfnGJdngrEf","louisiana","corn","corn"
"520","R_3Dh9tXtoxffIaIs","louisiana","seafood","crawfish"
"521","R_2WA55qnHvTuP9pY","tennessee","corn","corn"
"522","R_2CZZr6aCkBd0QuJ","tennessee","corn","corn"
"523","R_2ZVPzggViouFOvA","missouri","potatoes","potatoes"
"524","R_1hxMXHK3aGsf6wd","tennessee","seafood","fish"
"525","R_db5DP7zHx7C2C77","louisiana","redbeans","redbeans"
"526","R_A4l1BeHNhHBoOUV","arkansas","seafood","seafood"
"527","R_3oLo5zsYna5Zz2u","missouri","none","none"
"528","R_3WqeSUVB8G7iRY5","mississippi","none","none"
"529","R_1llY2Xc5yqgNdOY","mississippi","cotton","cotton"
"530","R_1iqXPbOfALS7KTr","arkansas","seafood","crawfish"
"531","R_0xGLPpvZVDitl4t","arkansas","rice","rice"
"532","R_1lz9azPz5ATmntU","missouri","none","none"
"533","R_2xJc9q9oZvgYPIX","missouri","beef","beef"
"534","R_BzSnPjrVAo6o05H","louisiana","cotton","cotton"
"535","R_BzSnPjrVAo6o05H","louisiana","sugarcane","sugarcane"
"536","R_sb7OriZEWw7uQ6Z","mississippi","none","none"
"537","R_0xpPTl7P67xdvlD","tennessee","moonshine","moonshine"
"538","R_07AGs11QuTQ1xh7","louisiana","corn","corn"
"539","R_XRNL28jlw89wNjj","missouri","soybeans","soybeans"
"540","R_1Eg2hIjzVBF6Dvl","mississippi","cotton","cotton"
"541","R_bI0ENp43MRa1Im5","tennessee","moonpies","moonpies"
"542","R_3ylHEU4HfsYs8nL","missouri","soybeans","soybeans"
"543","R_1rPOcaQlf1oBHvl","tennessee","sweetpotatoes","sweetpotatoes"
"544","R_3Jw0glC8aSmTveg","arkansas","corn","corn"
"545","R_10ARltUziL8sGeF","missouri","corn","corn rice"
"546","R_10ARltUziL8sGeF","missouri","rice","corn rice"
"547","R_4Pydlg125y1d53b","tennessee","cotton","cotton"
"548","R_3k09QQv6IHufuJj","arkansas","seafood","fish"
"549","R_tRvlRXqe69jJKQ9","arkansas","seafood","fish"
"550","R_UXSI1oEVwO9Pyfv","mississippi","rice","rice"
"551","R_1oHfgIz5XAUwztH","louisiana","rice","rice wheat"
"552","R_1oHfgIz5XAUwztH","louisiana","wheat","rice wheat"
"553","R_2rITOA2xQnrrsLL","louisiana","soybeans","soybeans"
"554","R_2rITOA2xQnrrsLL","louisiana","corn","corn"
"555","R_2rITOA2xQnrrsLL","louisiana","sugarcane","sugarcane"
"556","R_2rITOA2xQnrrsLL","louisiana","sweetpotatoes","sweetpotatoes"
"557","R_1NbnsEmUiD9hbcV","louisiana","sugarcane","sugarcane"
"558","R_1NbnsEmUiD9hbcV","louisiana","rice","rice"
"559","R_qEE9c8RKfqtWCPf","tennessee","corn","corn"
"560","R_qEE9c8RKfqtWCPf","tennessee","soybeans","soybeans"
"561","R_qEE9c8RKfqtWCPf","tennessee","rice","rice"
"562","R_1GylIPwa1z7LNQA","louisiana","seafood","seafood"
"563","R_pyiocID8u9gEk8x","tennessee","none","none"
"564","R_2U4TZRkP7Ke5LXP","mississippi","seafood","fish"
"565","R_WDawK4VKq2L2Fbj","tennessee","tomatoes","tomatoes"
"566","R_XX1wTPqrQhUHX4l","arkansas","none","none"
"567","R_1j9rTmvxQHjlhko","louisiana","sugarcane","sugarcane"
"568","R_1j9rTmvxQHjlhko","louisiana","rice","rice"
"569","R_1j9rTmvxQHjlhko","louisiana","syrup","syrup"
"570","R_2wu8J5vrD4tKE73","missouri","yellowsquash","yellowsquash"
"571","R_2wu8J5vrD4tKE73","missouri","zuchinni","zuchinni"
"572","R_2wu8J5vrD4tKE73","missouri","greenbeans","greenbeans"
"573","R_2wu8J5vrD4tKE73","missouri","tomatoes","tomatoes"
"574","R_2wu8J5vrD4tKE73","missouri","beef","beef"
"575","R_2wu8J5vrD4tKE73","missouri","chicken","chicken"
"576","R_2xREov2EP5S2gyh","mississippi","chicken","chicken"
"577","R_1jHEm299OOWLvFD","tennessee","beef","beef"
"578","R_2tEiAZrvl1ZARfL","missouri","turkey","turkey"
"579","R_2tEiAZrvl1ZARfL","missouri","chicken","chicken"
"580","R_1JVGmvpvvigt2cL","arkansas","potatoes","potatoes"
"581","R_yTJ43GqeKaxGxwZ","arkansas","n\a","n\a"
"582","R_2rGRcuvODWTx9du","louisiana","sugarcane","sugarcane"
"583","R_2rGRcuvODWTx9du","louisiana","rice","rice"
"584","R_2YwTKiZAuYyOTO2","missouri","soybeans","soybeans"
"585","R_cIW9yPrv9wBK4Ap","arkansas","seafood","fish"
"586","R_33fHg9OnFd3KNKc","missouri","chicken","chicken"
"587","R_1QGl0GflnY5g0oO","arkansas","corn","corn"
"588","R_1dzc1R1C38NE53Y","tennessee","corn","corn"
"589","R_1dzc1R1C38NE53Y","tennessee","wheat","wheat"
"590","R_1dzc1R1C38NE53Y","tennessee","soybeans","soybeans"
"591","R_Q9O0egr1GPjEwyR","tennessee","cotton","cotton"
"592","R_1Hq3MmwRLx4LCkp","mississippi","cotton","cotton"
"593","R_1lgJfTlqCqcXf0S","tennessee","seafood","fish"
"594","R_2t0eNgQM73KZP5U","tennessee","seafood","fish"
"595","R_2YSs9lymDFm04AB","tennessee","seafood","fish"
"596","R_1eR8C5KSSzE11cm","missouri","none","none"
"597","R_3k4EvNKK985kKxd","tennessee","none","none"
"598","R_3EnddwGVwGj4Y7Z","mississippi","none","none"
"599","R_Uu6MTsHX3vORWEh","tennessee","none","none"
"600","R_2qjY2ES4RMqC5Wl","louisiana","none","none"
"601","R_3O07IcRrLySYNEG","tennessee","none","none"
"602","R_1GxAYKPzFtjxQAB","tennessee","none","none"
"603","R_2YbNDhhNI37gVi8","missouri","macncheese","macncheese"
"604","R_2wubr4vAisUVRMR","missouri","none","none"
"605","R_3rZqkwwvvVaCCnH","arkansas","rice","rice"
"606","R_piuZtvOBvt4dkbf","arkansas","rice","rice"
"607","R_1q7E4bKYLPfP5vj","arkansas","rice","rice"
"608","R_1q7E4bKYLPfP5vj","arkansas","soybeans","soybeans"
"609","R_1q7E4bKYLPfP5vj","arkansas","corn","corn"
"610","R_1q7E4bKYLPfP5vj","arkansas","okra","okra"
"611","R_1q7E4bKYLPfP5vj","arkansas","tomatoes","tomatoes"
"612","R_1PcQLCPbP7E9KSu","arkansas","soybeans","soybeans"
"613","R_3flPJFTig4bvtH8","missouri","watermelon","watermelon"
"614","R_3flPJFTig4bvtH8","missouri","peaches","peaches"
"615","R_1IQlX5lDogulz6J","arkansas","haitianfood","haitianfood"
"616","R_3NLs90SeJT0x3ek","arkansas","corn","corn"
"617","R_2zedn5PhTy7HLkE","arkansas","cattail","cattail"
"618","R_2zedn5PhTy7HLkE","arkansas","seafood","fish"
"619","R_1LqJcHHukNu15fA","louisiana","seafood","seafood"
"620","R_2doUJginHi7PqbA","arkansas","rice","rice"
"621","R_3k65ee0wDhJCWyu","mississippi","potatoes","potatoes"
"622","R_3MRw1EUkgMLfbC4","arkansas","rice","rice"
"623","R_3RsdrqemYP1bxAv","louisiana","seafood","crawfish"
"624","R_1kUCRZ0q7ZS1STp","mississippi","chicken","chicken"
"625","R_PMp1j11vKL7tNxn","louisiana","soybeans","soybeans"
"626","R_PvauNGtyW5iYGfn","tennessee","oranges","oranges"
"627","R_PvauNGtyW5iYGfn","tennessee","corn","corn nuts"
"628","R_PvauNGtyW5iYGfn","tennessee","nuts","corn nuts"
"629","R_9vr6HI4hxL1mWT7","arkansas","cotton","cotton"
"630","R_1js7oFSnSltwePz","missouri","corn","corn soybeans"
"631","R_1js7oFSnSltwePz","missouri","soybeans","corn soybeans"
"632","R_yUQKYn0ueVVHoiJ","arkansas","corn","corn"
"633","R_3fNLAc2EtC2a9RU","arkansas","soybeans","soybeans"
"634","R_3iR6zxIxysIgwSK","louisiana","none","none"
"635","R_21sTAib4mWd2aPg","arkansas","lobster","lobster"
"636","R_1q7LzUyUJyyc7K2","tennessee","seafood","shrimp"
"637","R_1q7LzUyUJyyc7K2","tennessee","seafood","crawfish"
"638","R_277lEtPoo0ymwrw","louisiana","corn","corn"
"639","R_2pKvAUrHL4RRrTG","louisiana","seafood","crawfish"
"640","R_ApqsLFfAVir5DTb","missouri","peanuts","peanuts"
"641","R_ApqsLFfAVir5DTb","missouri","cotton","cotton"
"642","R_ApqsLFfAVir5DTb","missouri","corn","corn"
"643","R_ApqsLFfAVir5DTb","missouri","soybeans","soybeans"
"644","R_ApqsLFfAVir5DTb","missouri","strawberries","strawberries"
"645","R_ewH3pIQ8sXShKdH","arkansas","apple","apple"
"646","R_7VepjkIxoMypZfj","louisiana","rice","rice"
"647","R_2X1isfywrLqYTo4","tennessee","apples","apples grapes"
"648","R_2X1isfywrLqYTo4","tennessee","grapes","apples grapes"
"649","R_1kLHPnx6XfwlYpX","louisiana","none","none"
"650","R_xGD5TWzXVPA9zvr","arkansas","soybeans","soybeans"
"651","R_1pST3XXuwF2zJeL","arkansas","fruit","fruit"
"652","R_1pST3XXuwF2zJeL","arkansas","pecans","pecans"
"653","R_1OMEligs136audJ","arkansas","meat","meat"
"654","R_XLL8Nx11TD8EEhz","tennessee","seafood","fish"
"655","R_2sYp376cNb17w8E","missouri","coconut","coconut"
"656","R_2sYp376cNb17w8E","missouri","banana","bananas"
"657","R_1DMaNVwoUSmVHhp","missouri","peanuts","peanuts"
"658","R_1rwyS7slqIVCMG0","missouri","corn","corn grains"
"659","R_1rwyS7slqIVCMG0","missouri","grains","corn grains"
"660","R_1iarwWGeLTnxDl3","tennessee","seafood","fish"
"661","R_3JBemDNMeIiH9aF","arkansas","deltatamales","deltatamales"
"662","R_3st8uigbixwCC4V","mississippi","potatoes","potatoes"
"663","R_1dhw1DRMrFUfXMc","mississippi","seafood","fish"
"664","R_3gZ6YNnkY079Djz","louisiana","rice","rice"
"665","R_3gZ6YNnkY079Djz","louisiana","sugarcane","sugarcane"
"666","R_3gZ6YNnkY079Djz","louisiana","soybeans","soybeans"
"667","R_25d6r85bzq1qgRH","louisiana","seafood","fish"
"668","R_25d6r85bzq1qgRH","louisiana","seafood","seafood"
"669","R_Zw9dgXfGipsKJJT","arkansas","beef","beef"
"670","R_Zw9dgXfGipsKJJT","arkansas","seafood","seafood"
"671","R_2AHfHL50rBWK0eZ","tennessee","corn","corn"
"672","R_2AHfHL50rBWK0eZ","tennessee","tobacco","tobacco"
"673","R_3lR0FrvM1zSJMnC","tennessee","seafood","fish"
"674","R_BtgBJMiWUueDrWx","louisiana","corn","corn"
"675","R_BtgBJMiWUueDrWx","louisiana","wheat","wheat"
"676","R_2cjBnNiZFEIYgUG","mississippi","corn","corn"
"677","R_1hA3wW8eCxu8Vyf","arkansas","seafood","fish"
"678","R_aXIXmm3sO3hGHZL","missouri","corn","corn"
"679","R_2ExTjF2He37pD5G","tennessee","chicken","chicken"
"680","R_27dOMRXNIffsKRX","arkansas","cotton","cotton"
"681","R_27dOMRXNIffsKRX","arkansas","corn","corn"
"682","R_27dOMRXNIffsKRX","arkansas","soybeans","soybeans"
"683","R_1nVZ0u7a1464SGz","tennessee","sugarcane","sugarcane"
"684","R_2S31iRWNjIGvmHm","arkansas","rice","rice"
"685","R_10Pgj9SJlkK111v","arkansas","rice","rice"
"686","R_svd7weYNjr0jDQ5","arkansas","rice","rice"
"687","R_2AKFsXVqjpKc2Bp","louisiana","pecans","pecans"
"688","R_3kgLb1RCrC0tDMB","louisiana","chicken","chicken"
"689","R_2BbuNSfVvTCrOXJ","arkansas","rice","rice"
"690","R_bEGn3vuq8HFCSnn","arkansas","rice","rice"
"691","R_9BpRYE3IlWVtP4l","arkansas","wild","wild herbs"
"692","R_9BpRYE3IlWVtP4l","arkansas","herbs","wild herbs"
"693","R_3KvJQOcmsCtExwj","tennessee","tonight","tonight"
"694","R_3KvJQOcmsCtExwj","tennessee","pumpkin","pumpkins"
"695","R_1OTxO1nH80PaeJJ","missouri","beans","beans corn"
"696","R_1OTxO1nH80PaeJJ","missouri","corn","beans corn"
"697","R_R8MCmGkSJej5irD","tennessee","corn","corn"
"698","R_3oSCh1Jo5VQana4","tennessee","corn","corn"
"699","R_3PmXC50Uwx77zwK","arkansas","cotton","cotton"
"700","R_3OitazyrrllOcW7","tennessee","seafood","crawfish"
"701","R_ac3HE7gQE2Nxqq5","arkansas","grains","grains"
"702","R_2ckGfutzqAAhGc4","tennessee","none","none"
"703","R_3Gwubg6lrl2noJr","arkansas","rice","rice"
"704","R_u8uv4ScsN1hKQc9","arkansas","rice","rice"
"705","R_xx5qGPrYlUdmaVH","missouri","soybeans","soybeans"
"706","R_xx5qGPrYlUdmaVH","missouri","rice","rice"
"707","R_xx5qGPrYlUdmaVH","missouri","sugarcane","sugarcane"
"708","R_xx5qGPrYlUdmaVH","missouri","grains","grains"
"709","R_xx5qGPrYlUdmaVH","missouri","hay","hay"
"710","R_xx5qGPrYlUdmaVH","missouri","cotton","cotton"
"711","R_1Os3Ma11W1ZWRwe","missouri","beef","beef"
"712","R_1Os3Ma11W1ZWRwe","missouri","corn","corn"
"713","R_2bNm3FrLwdRpT83","arkansas","rice","rice"
"714","R_2bNm3FrLwdRpT83","arkansas","soybeans","soybeans"
"715","R_2bNm3FrLwdRpT83","arkansas","corn","corn"
"716","R_3Ea2ZMZFrSjHzTX","louisiana","bass","bass"
"717","R_2f7ASqOMZM9Kbhh","missouri","corn","corn"
"718","R_3MFO4kUSP09LdWf","tennessee","none","none"
"719","R_Rtxl1uP6HzOVXsl","missouri","greens","greens"
"720","R_Rtxl1uP6HzOVXsl","missouri","corn","corn"
"721","R_3MaNRrXcjnfpJ2V","tennessee","none","none"
"722",NA,NA,NA,NA
"723","R_qUemcXRN5I5rXIR","missouri","none","none"
"724","R_sNkEsGtmhPMwSs1","missouri","pork","pork"
"725","R_1oo2CQyx6zPzcGY","missouri","pork","pork"
"726","R_27lHnXs5Mkpi3M7","louisiana","persimmons","persimmons"
"727","R_31jvjZV0X4cjOOc","louisiana","seafood","seafood"
"728","R_23TB0m65qiynrGZ","tennessee","none","none"
"729","R_d45aBi5ulYKT06B","missouri","corn","corn wheat soybeans"
"730","R_d45aBi5ulYKT06B","missouri","wheat","corn wheat soybeans"
"731","R_d45aBi5ulYKT06B","missouri","soybeans","corn wheat soybeans"
"732","R_3r0883BSKXYO3TT","missouri","none","none"
"733","R_2chhSX8pPQjavXs","louisiana","none","none"
"734","R_1kY0bvcbsCVXEE4","louisiana","none","none"
"735","R_3PLcFvBlAlgM0TX","missouri","soybeans","soybeans"
"736","R_2fIF1Bs0ke4mtdf","arkansas","none","none"
"737","R_1go00zy88pWswzG","missouri","corn","corn"
"738","R_1go00zy88pWswzG","missouri","soybeans","soybeans"
"739","R_1go00zy88pWswzG","missouri","wheat","wheat"
"740","R_2EsY6bzpdZnsREc","tennessee","none","none"
"741","R_O9ZLCpV98fGBZyV","arkansas","rice","rice"
"742","R_O9ZLCpV98fGBZyV","arkansas","soybeans","soybeans"
"743","R_O9ZLCpV98fGBZyV","arkansas","peanuts","peanuts"
"744","R_O9ZLCpV98fGBZyV","arkansas","seafood","fish"
"745","R_2arWFPjsC0nJseK","mississippi","seafood","fish"
"746","R_1imLAyppIyWXSgR","tennessee","none","none"
"747","R_2ykL0RGva2u0cBT","mississippi","seafood","crawfish"
"748","R_3LjAOd4rs9t0bZK","missouri","cotton","cotton"
"749","R_3LjAOd4rs9t0bZK","missouri","wheat","wheat"
"750","R_3LjAOd4rs9t0bZK","missouri","soybeans","soybeans"
"751","R_d4lx94i5rfqRrbj","missouri","chicken","chicken"
"752","R_qxTgFWMcylrEnV7","mississippi","seafood","fish"
"753","R_1kTtjyYHOprBmnU","louisiana","seafood","fish"
"754","R_vr9r6g4R1JIOB2x","tennessee","seafood","fish"
"755","R_QcsM09yLvvWkyn7","missouri","beef","beef"
"756","R_QcsM09yLvvWkyn7","missouri","pork","pork"
"757","R_QcsM09yLvvWkyn7","missouri","chicken","chicken"
"758","R_QcsM09yLvvWkyn7","missouri","turkey","turkey"
"759","R_33gnXYih5sLLjiG","tennessee","corn","corn"
"760","R_3s1C8ZEldxsKdVb","arkansas","corn","corn"
"761","R_1isXSkAhO0Xyfbc","missouri","corn","corn"
"762","R_3CJxsIqmciwmrau","missouri","corn","corn"
"763","R_2tytODGi4rdYL2R","tennessee","corn","corn
potatoes"
"764","R_2tytODGi4rdYL2R","tennessee","potatoes","corn
potatoes"
"765","R_27vd1Eo19mkr8M7","arkansas","cotton","cotton"
"766","R_2bJA29KHx3BGHH3","louisiana","seafood","crawfish"
"767","R_wL8ygksoEvr8Utb","louisiana","seafood","crawfish"
"768","R_2WItS5mnhBJjzTa","missouri","none","none"
"769","R_2cqfYchX30Vxm8e","mississippi","none","none"
"770","R_2qwSpXMcJwEVw9S","tennessee","none","none"
"771","R_2TmAFoNWU0KSdzU","louisiana","none","none"
"772","R_2BfBwPVwBWatGCU","tennessee","none","none"
"773","R_2EiQnDG6HGwDGKI","tennessee","none","none"
"774","R_3kMnpExjMiwueSf","arkansas","rice","rice"
"775","R_1ifFOawgmqEThXB","louisiana","rice","rice"
"776","R_1ifFOawgmqEThXB","louisiana","sugarcane","sugarcane"
"777","R_1ifFOawgmqEThXB","louisiana","seafood","crawfish"
"778","R_2cClLJAxqPrmJZd","tennessee","soybeans","soybeans"
"779","R_5iKFiZ86opHX8rv","mississippi","soybeans","soybeans"
"780","R_eQFxpqJxH12yK2t","mississippi","soybeans","soybeans"
"781","R_1H5XTNfbBSZ35bZ","louisiana","seafood","fish"
"782","R_3EK0dkPS5volOQr","missouri","none","none"
"783","R_1K9L4jwLbV8wF7g","mississippi","none","none"
"784","R_3O6PIGo00c8bvEh","louisiana","sugarcane","sugarcane"
"785","R_sjSxqLVJHNfM1wJ","arkansas","rice","rice"
"786","R_29tCLBCFdCF1rRP","tennessee","none","none"
"787","R_1IZuzYOlLRLXwS4","arkansas","rice","rice"
"788","R_1IZuzYOlLRLXwS4","arkansas","corn","corn"
"789","R_1IZuzYOlLRLXwS4","arkansas","apple","apple"
"790","R_Yc8iLljOh5sPA8V","mississippi","beef","beef"
"791","R_Yc8iLljOh5sPA8V","mississippi","soybeans","soybeans"
"792","R_2QxkSOpWukQ6C62","tennessee","corn","corn"
"793","R_2E78HzP91Qepzi8","missouri","cotton","cotton"
"794","R_2VPxlmUUJdOhM45","tennessee","cotton","cotton"
"795","R_3MAv197S4tjDiZj","louisiana","seafood","crawfish"
"796","R_eKCPT0tvZjhwLuh","arkansas","none","none"
"797","R_1mQn9pwHnFUSBGk","tennessee","rice","rice"
"798","R_1rqZUfnyuTaFujk","tennessee","rice","rice"
"799","R_3k6ezuYlQuU9l6o","arkansas","rice","rice"
"800","R_3k6ezuYlQuU9l6o","arkansas","beef","beef"
"801","R_3k6ezuYlQuU9l6o","arkansas","chicken","chicken"
"802","R_0kbIleY6XL8afpD","arkansas","corn","corn"
"803","R_3JwlYYSZeE1W9yr","louisiana","corn","corn"
"804","R_2ci5HULvZ9cLtaB","louisiana","seafood","crawfish"
"805","R_2ci5HULvZ9cLtaB","louisiana","pickledfeet","pickledfeet"
"806","R_patt2PYKXtrr9Pb","missouri","none","none"
"807","R_31vhnNeNeby66kP","missouri","none","none"
"808","R_ylr9GwiuSnduXFD","tennessee","none","none"
"809","R_ThlsENFNS4mYWn7","missouri","none","none"
"810","R_UPItCs6RSZvJDkB","arkansas","rice","rice"
"811","R_1I6rl4SfsSiFDYw","louisiana","rice","rice"
"812","R_1I6rl4SfsSiFDYw","louisiana","corn","corn"
"813","R_1QyHObE9paQTFw5","tennessee","seafood","fish"
"814","R_1QyHObE9paQTFw5","tennessee","cotton","cotton"
"815","R_BxORNNsNsvr0Z57","missouri","greenbeans","greenbeans"
"816","R_2P7oZGQd5NVeqbQ","tennessee","melons","melons"
"817","R_2fqud8HYKfUtUYb","tennessee","turtle","turtle"
"818","R_10wxNXCPJa4wr7E","arkansas","none","none"
