ResponseId,LocationLatitude,LocationLongitude,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q1,state,Q39_First Click,Q39_Last Click,Q39_Page Submit,Q39_Click Count,delta_timer_First Click,delta_timer_Last Click,delta_timer_Page Submit,delta_timer_Click Count,cornd,cornd_high,cornd_low,melond,melond_high,melond_low,taterd,taterd_high,taterd_low,riced,riced_high,riced_low,materd,materd_high,materd_low,black_timer_First Click,black_timer_Last Click,black_timer_Page Submit,black_timer_Click Count,melonb,melonb_high,melonb_low,cornb,cornb_high,cornb_low,taterb,taterb_high,taterb_low,riceb,riceb_high,riceb_low,materb,materb_high ,materb_low ,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q58,Q59,Q24 w attn check_1,Q24 w attn check_2,Q24 w attn check_3,Q24 w attn check_4,Q24 w attn check_5,Q102,Q83,Q84,Q85,Q86,Q87,Q88,Q89,Q13,Q14,Q15,Q16,Q17,Q18,Q21,Q93,corn_l,corn_h,melon_l,melon_h,mater_l,mater_h,rice_l,rice_h,tater_l,tater_h,corn_low,corn_high,melon_low,melon_high,mater_low,mater_high,rice_low,rice_high,tater_low,tater_high,PROLIFIC_PID,STUDY_ID,full_launch,gc,term,target_state,black,attention
R_7PZbjSIJdBAu9zl,34.0757,-118.3161,1,,1,5,0,0,6.369,0,,,,,,,,,,,,,,,,,,,,0,0,58.28,0,2,2,,2,2,,2,2,,2,2,,2,2,,5,5,2,5,5,5,1,1,4,5,5,5,4,"1,4,6",1,2,2,3,1,1,1,4,2,1,5,5,120,1,1,29,41,401,626,90,122,142,195,85,130,0.29,0.41,4.01,6.26,0.9,1.22,1.42,1.95,0.85,1.3,662ddcfc1103d1acda67d937,RestOfUS,1,,,0,1,1
R_6si8SnBa8Z1GjWm,29.5183,-95.0977,1,TRUE,1,18,0,0,18.84,0,,,,,,,,,,,,,,,,,,,,11.952,11.952,390.479,1,2,1,,2,1,,2,1,,2,1,,2,1,,4,4,2,4,4,4,1,2,4,4,4,5,3,"3,4,5",3,4,3,6,1,2,3,6,1,1,1,11,250,3,4,23,37,387,567,78,122,134,216,74,115,0.23,0.37,3.87,5.67,0.78,1.22,1.34,2.16,0.74,1.15,641081a1261eb10752b72497,SixStateSample,1,,,1,1,1
R_3QY7b1tpu3rFvhu,29.9317,-90.1026,1,,1,19,10.184,10.184,13.08,1,,,,,,,,,,,,,,,,,,,,5.741,27.435,28.759,6,2,2,,2,2,,2,2,,2,2,,2,2,,5,5,2,5,5,5,1,2,5,5,5,5,5,"1,2,5",1,2,2,3,1,1,2,4,1,1,1,6,150,3,2,29,40,404,551,88,115,128,221,78,111,0.29,0.4,4.04,5.51,0.88,1.15,1.28,2.21,0.78,1.11,664b4debe778624a5d4d555b,SixStateSample,1,,,1,1,1
R_3a8WDUvXosH51Fn,31.3145,-89.3788,1,,1,25,0,0,10.894,0,,,,,,,,,,,,,,,,,,,,0,0,112.337,0,2,2,,2,2,,2,2,,2,2,,2,2,,5,5,2,5,5,5,1,4,4,5,5,5,5,"1,4,7",1,2,2,2,1,1,2,5,2,1,1,7,150,1,1,29,36,362,574,88,116,151,216,84,123,0.29,0.36,3.62,5.74,0.88,1.16,1.51,2.16,0.84,1.23,5e29c3e725dcfd01cef9f474,SixStateSample,1,,,1,1,1
R_5YzZFwzbq1x3uFD,37.751,-97.822,1,,1,31,4.282,4.282,5.889,1,22.481,50.546,52.203,4,2,1,,2,1,,2,2,,2,1,,2,2,,,,,,,,,,,,,,,,,,,,,4,5,2,4,5,5,2,1,5,4,4,5,3,"1,3,4",2,2,2,2,1,2,3,2,1,2,1,9,250,1,2,27,40,395,558,82,126,129,203,90,112,0.27,0.4,3.95,5.58,0.82,1.26,1.29,2.03,0.9,1.12,66a666619535a4cadfb15bb7,RestOfUS,1,,,0,0,1
R_1waHLBnmwXkjkXw,35.8456,-83.5392,1,,1,44,0,0,86.106,0,0,0,202.863,0,1,,2,1,,2,1,,2,1,,2,1,,2,,,,,,,,,,,,,,,,,,,,4,5,2,5,5,5,2,1,5,4,4,5,4,"1,2,4",3,3,3,4,3,4,5,2,2,1,1,7,200,7,6,24,40,421,550,84,121,132,223,73,120,0.24,0.4,4.21,5.5,0.84,1.21,1.32,2.23,0.73,1.2,659d5224e38821a928a9d60d,SixStateSample,1,,,1,0,1
R_1XimTmyUq5RiMEj,37.751,-97.822,1,,1,31,0,0,6.115,0,,,,,,,,,,,,,,,,,,,,0,0,21.438,0,1,,2,2,1,,2,1,,2,1,,1,,2,3,5,4,2,4,5,1,2,3,2,4,3,5,"1,4,6",2,2,2,3,1,2,2,2,1,2,1,2,100,1,3,24,43,416,576,84,120,135,217,88,129,0.24,0.43,4.16,5.76,0.84,1.2,1.35,2.17,0.88,1.29,66a66d138294ce022ab541fe,RestOfUS,1,,,0,1,
R_1kt62C9ansKpBvz,35.8437,-86.3881,1,TRUE,1,24,32.168,53.452,54.423,12,,,,,,,,,,,,,,,,,,,,10.861,48.434,49.313,10,2,1,,2,2,,2,1,,2,1,,2,1,,4,4,2,3,3,3,2,7,4,4,4,5,4,"4,5,6",3,2,2,6,1,2,2,4,1,2,1,12,500,1,7,30,42,435,569,78,114,125,216,74,121,0.3,0.42,4.35,5.69,0.78,1.14,1.25,2.16,0.74,1.21,66e8a0f36111f8b5b5cf161e,SixStateSample,1,,,0,1,1
R_1qdWXJRBo14jsS2,37.751,-97.822,1,,1,37,0,0,23.97,0,,,,,,,,,,,,,,,,,,,,0,0,94.263,0,2,2,,2,2,,2,2,,2,2,,2,2,,5,5,2,5,5,5,2,1,5,5,5,5,5,"1,2,3",1,2,2,2,1,1,1,2,1,2,1,5,200,2,7,30,36,365,618,79,112,135,225,71,119,0.3,0.36,3.65,6.18,0.79,1.12,1.35,2.25,0.71,1.19,66a1148b9b6b0dda5ac325a1,RestOfUS,1,,,0,1,1
R_5GCALiL3SVduL3T,30.0039,-90.1229,1,,1,19,26.49,26.49,27.596,1,,,,,,,,,,,,,,,,,,,,0,0,17.89,0,2,2,,2,2,,2,2,,2,2,,2,2,,5,3,2,3,4,5,1,7,4,4,3,5,3,"1,3,5",2,4,3,3,2,3,3,3,2,2,1,5,150,3,2,24,43,355,590,71,114,135,211,73,112,0.24,0.43,3.55,5.9,0.71,1.14,1.35,2.11,0.73,1.12,65e74f3dd1cf1c6869f7af37,SixStateSample,1,,,1,1,1
R_7D0nYY1RrKNu64g,45.4804,-122.5891,1,,1,38,11.532,11.532,21.896,1,,,,,,,,,,,,,,,,,,,,6.44,84.138,99.329,4,2,1,,2,2,,2,1,,2,1,,2,1,,5,4,2,3,3,4,1,1,5,4,4,5,4,"2,3,5",2,4,3,3,2,2,2,5,1,6,1,12,150,1,2,24,41,397,633,70,115,126,210,74,121,0.24,0.41,3.97,6.33,0.7,1.15,1.26,2.1,0.74,1.21,66ea6bd034571ff4a00f2171,RestOfUS,1,,,0,1,1
R_3QbhQA5PFVDNEr6,36.0229,-78.9464,1,,1,44,0,0,8.447,0,,,,,,,,,,,,,,,,,,,,0,0,20.883,0,2,1,,2,2,,2,2,,2,1,,2,2,,4,4,2,3,3,4,1,2,4,3,4,5,4,"4,5,6",2,3,3,6,1,2,3,5,1,1,1,9,100,1,3,25,43,397,605,73,130,149,227,71,127,0.25,0.43,3.97,6.05,0.73,1.3,1.49,2.27,0.71,1.27,653bc00977833dd2acdbf79b,SixStateSample,1,,,1,1,1
R_3PmQ90DxAMLHGy6,38.9522,-77.0253,1,,1,21,0,0,19.48,0,,,,,,,,,,,,,,,,,,,,0,0,153.133,0,2,2,,2,2,,2,2,,2,2,,2,2,,4,3,2,4,4,4,2,1,5,5,5,5,5,"1,2,3",1,2,1,2,1,3,3,3,1,2,1,4,65,1,4,27,37,432,599,76,124,123,213,83,129,0.27,0.37,4.32,5.99,0.76,1.24,1.23,2.13,0.83,1.29,6315a102cb675027354ef5d8,RestOfUS,1,,,0,1,1
R_1KeSzIC2SJtUXBn,43.1604,-88.1173,1,,1,51,0,0,14.723,0,,,,,,,,,,,,,,,,,,,,0,0,34.495,0,2,1,,2,2,,2,2,,2,2,,2,2,,4,4,2,4,4,5,2,1,4,4,4,5,4,"3,4,7",4,2,1,6,1,2,2,4,1,9,1,7,250,1,4,27,37,426,643,83,122,157,218,75,120,0.27,0.37,4.26,6.43,0.83,1.22,1.57,2.18,0.75,1.2,66eb0b3b306ab6b9b6b8bf42,RestOfUS,1,,,0,1,1
R_765aFGRtLLuBX0U,39.0469,-77.4903,0.800000012,,1,48,27.175,27.893,48.748,5,2.607,3.92,29.015,7,1,,1,1,,1,1,,1,1,,1,1,,1,,,,,,,,,,,,,,,,,,,,3,3,2,4,4,4,2,7,4,4,4,5,4,"2,4,7",1,2,1,2,1,3,3,5,2,2,1,11,200,1,7,23,40,395,642,87,110,152,200,76,129,0.23,0.4,3.95,6.42,0.87,1.1,1.52,2,0.76,1.29,6682d8b5121a4d9fb2c7c748,RestOfUS,1,,,0,0,1
R_7CDCZKQKZgMyvKO,41.0545,-76.2333,1,,1,39,0,0,6.692,0,,,,,,,,,,,,,,,,,,,,0,0,177.987,0,2,1,,2,1,,2,1,,2,1,,2,1,,3,4,2,2,2,4,1,1,4,4,4,5,4,"4,5,7",3,3,3,4,1,2,2,3,1,1,5,3,150,1,1,28,43,394,625,72,118,133,214,86,124,0.28,0.43,3.94,6.25,0.72,1.18,1.33,2.14,0.86,1.24,5eea591930ca5f0ddaa75a7f,RestOfUS,1,,,0,1,1
R_7HCu0vjWGjsWJVl,35.9259,-85.4641,1,,1,44,2.911,11.818,48.037,2,,,,,,,,,,,,,,,,,,,,3.323,59.179,75.557,5,2,2,,2,2,,2,2,,2,2,,2,2,,5,5,2,3,3,5,2,3,5,5,4,5,5,"2,3,5",2,2,3,3,1,1,1,5,2,1,1,6,180,1,6,29,41,411,562,85,114,137,225,78,112,0.29,0.41,4.11,5.62,0.85,1.14,1.37,2.25,0.78,1.12,66e4942b5e367063e3a707b5,SixStateSample,1,,,1,1,1
R_5OWrw7eTxHuNRx7,34.4318,-118.5003,1,,1,5,0,0,17.675,0,0,0,76.781,0,2,2,,2,1,,2,1,,2,1,,2,1,,,,,,,,,,,,,,,,,,,,,4,5,2,3,3,4,1,7,5,4,4,5,2,"4,5,7",5,3,3,4,1,4,4,4,1,1,1,12,200,1,5,26,43,409,603,86,111,152,194,71,121,0.26,0.43,4.09,6.03,0.86,1.11,1.52,1.94,0.71,1.21,65f70aaa07cf9f1befd47e7b,RestOfUS,1,,,0,0,1
R_5jE78rK6R0COImf,28.0206,-82.4574,1,,1,10,0,0,13.186,0,0,0,26.447,0,2,2,,2,1,,2,2,,2,1,,2,2,,,,,,,,,,,,,,,,,,,,,4,5,2,2,1,4,1,3,5,4,4,5,4,"1,2,5",1,3,1,2,1,1,2,4,1,1,1,11,300,2,1,30,36,389,607,72,122,150,214,82,125,0.3,0.36,3.89,6.07,0.72,1.22,1.5,2.14,0.82,1.25,633dbba020f607c3522b86ed,RestOfUS,1,,,0,0,1
R_60ZqOavZxUUpW11,34.1867,-118.3878,1,,1,10,7.517,7.517,62.494,1,,,,,,,,,,,,,,,,,,,,3.182,94.354,116.5,2,2,1,,2,2,,2,2,,2,2,,2,2,,4,4,2,4,4,4,2,1,4,4,4,5,4,"3,4,7",2,2,2,3,1,2,2,5,2,2,1,6,50,1,4,24,38,389,609,82,120,151,204,84,121,0.24,0.38,3.89,6.09,0.82,1.2,1.51,2.04,0.84,1.21,668ca24d9348859dd098a757,RestOfUS,1,,,0,1,1
R_7KuXueuRohNumxA,41.3861,-81.7371,0.899999976,,1,36,0,0,22.051,0,,,,,,,,,,,,,,,,,,,,7.3,151.633,154.65,4,1,,2,2,1,,1,,2,1,,2,2,1,,5,5,2,4,4,5,1,2,5,5,4,5,5,"2,3,5",3,2,2,3,1,2,3,3,2,1,1,11,200,1,6,29,41,361,586,77,121,143,193,74,117,0.29,0.41,3.61,5.86,0.77,1.21,1.43,1.93,0.74,1.17,66e9a45427bb5c6168d41030,RestOfUS,1,,,0,1,1
R_7I4APnw1gOXtkXC,33.234,-96.798,1,,1,45,0,0,4.361,0,0,0,11.179,0,1,,1,1,,1,1,,1,1,,1,1,,1,,,,,,,,,,,,,,,,,,,,4,4,2,3,3,3,2,7,4,3,3,5,3,"2,4,5",2,3,3,3,4,2,3,3,4,9,1,5,100,1,5,30,40,386,596,89,115,127,202,72,120,0.3,0.4,3.86,5.96,0.89,1.15,1.27,2.02,0.72,1.2,60ff4278d80ae9f23e25eb4b,RestOfUS,1,,,0,0,1
R_5JCuc1DxoBZRkeB,42.2284,-87.9722,1,,1,51,0,0,13.352,0,,,,,,,,,,,,,,,,,,,,15.801,65.265,66.035,8,2,2,,2,2,,2,2,,2,2,,2,2,,4,4,2,3,4,5,2,2,4,4,4,5,3,"1,4,5",1,3,2,2,1,2,2,3,2,"1,2,3",1,2,250,1,4,26,41,418,590,78,123,142,224,81,118,0.26,0.41,4.18,5.9,0.78,1.23,1.42,2.24,0.81,1.18,657c647083725d46e64b50cc,RestOfUS,1,,,0,1,1
R_38EH09wM8dB05IB,47.6137,-122.3104,1,,1,49,0.753,0.753,6.78,1,1.404,17.171,19.394,3,2,1,,2,1,,2,1,,2,1,,2,1,,,,,,,,,,,,,,,,,,,,,4,4,2,4,4,4,2,1,4,4,4,5,4,"4,5,6",2,2,4,3,1,2,2,6,1,8,1,6,100,1,2,25,38,416,622,86,125,148,216,76,112,0.25,0.38,4.16,6.22,0.86,1.25,1.48,2.16,0.76,1.12,6669f4d73f6ea3be1d2b7eae,RestOfUS,1,,,0,0,1
R_6Cll3nPKOHf826F,29.6138,-82.386,1,,1,10,0,0,3.649,0,1.09,2.389,712.523,2,2,1,,2,1,,2,1,,2,1,,2,1,,,,,,,,,,,,,,,,,,,,,3,2,2,3,4,4,2,3,4,3,3,5,4,"1,2,4",2,3,2,3,2,2,2,4,1,4,1,12,160,1,2,26,40,395,615,76,117,142,197,75,119,0.26,0.4,3.95,6.15,0.76,1.17,1.42,1.97,0.75,1.19,59ea4e1116ecc200016ff81e,RestOfUS,1,,,0,0,1
R_73ZGHOJTibHF5xO,46.2532,-119.2864,1,,1,49,0,0,6.843,0,,,,,,,,,,,,,,,,,,,,0.977,38.518,39.372,2,1,,2,2,1,,2,1,,1,,2,2,1,,3,4,2,4,4,4,2,3,4,4,3,5,3,"1,4,5",3,3,3,6,1,3,3,3,2,15,2,11,200,1,6,23,42,414,612,82,121,137,219,86,115,0.23,0.42,4.14,6.12,0.82,1.21,1.37,2.19,0.86,1.15,66a061b3138fbb48c0600dd0,RestOfUS,1,,,0,1,1
R_1ZNscCFnbuQTqRn,41.182,-104.8093,1,,1,52,0,0,136.824,0,,,,,,,,,,,,,,,,,,,,0,0,100.517,0,1,,2,1,,2,1,,2,1,,2,1,,2,4,4,2,2,2,4,2,1,4,4,4,5,3,"4,5,7",5,4,4,5,1,4,5,4,2,1,1,4,75,1,5,27,40,409,649,81,111,126,228,81,110,0.27,0.4,4.09,6.49,0.81,1.11,1.26,2.28,0.81,1.1,63c047ef36e1348b19bb8010,RestOfUS,1,,,0,1,1
R_6JKhl3FaaOxeogs,40.8205,-73.9183,1,,1,33,0,0,110.976,0,0,0,129.406,0,2,2,,2,1,,2,1,,2,1,,2,1,,,,,,,,,,,,,,,,,,,,,5,4,2,3,3,5,1,2,4,4,4,5,4,"1,4,5",3,3,3,3,3,2,3,4,2,6,1,11,110,3,4,29,40,405,642,76,126,151,199,86,110,0.29,0.4,4.05,6.42,0.76,1.26,1.51,1.99,0.86,1.1,5ec5a64c306f255ec98d5cc1,RestOfUS,1,,,0,0,1
R_7O8LLi8vbgUONkK,38.1842,-85.8375,1,,1,18,1.72,11.699,45.104,2,15.96,47.781,49.089,2,2,1,,2,1,,2,1,,2,1,,2,1,,,,,,,,,,,,,,,,,,,,,3,4,2,4,4,4,2,1,3,3,3,5,3,"4,6,7",2,3,2,3,1,1,3,4,2,2,1,3,100,1,1,26,40,350,592,77,130,130,198,82,114,0.26,0.4,3.5,5.92,0.77,1.3,1.3,1.98,0.82,1.14,6576a02c1b74b657e5a7f6fe,SixStateSample,1,,,1,0,1
R_32FGOSfCZYS94zL,34.2106,-118.8716,1,,1,5,0,0,2.898,0,,,,,,,,,,,,,,,,,,,,0,0,70.081,0,2,2,,2,2,,2,2,,2,2,,2,2,,5,5,2,5,5,5,1,1,5,5,5,5,3,"1,5,6",3,4,4,3,1,1,2,5,1,1,1,11,250,6,3,25,39,394,637,85,129,137,211,87,115,0.25,0.39,3.94,6.37,0.85,1.29,1.37,2.11,0.87,1.15,66df255fc0e34d721c9b5f1e,RestOfUS,1,,,0,1,1
R_53fzwKzr5bKQqv4,36.8166,-114.1386,1,,1,5,20.163,20.163,21.428,1,,,,,,,,,,,,,,,,,,,,77.745,77.745,78.229,1,2,1,,2,2,,2,2,,2,1,,2,2,,5,3,2,5,5,5,2,2,5,5,4,5,5,"1,4,5",1,1,1,2,1,2,1,4,2,1,1,12,130,3,6,23,43,420,646,81,112,151,213,79,113,0.23,0.43,4.2,6.46,0.81,1.12,1.51,2.13,0.79,1.13,667d45b04d01ecea845626a0,RestOfUS,1,,,0,1,1
R_6wAyuDcKYK5BpC2,29.998,-90.2133,1,,1,19,0,0,18.199,0,0,0,44.551,0,1,,2,2,2,,2,2,,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,4,4,2,3,3,3,1,2,4,4,4,5,4,"4,5,7",2,2,2,3,2,1,2,4,1,2,1,3,65,1,2,26,39,392,614,78,123,131,209,88,128,0.26,0.39,3.92,6.14,0.78,1.23,1.31,2.09,0.88,1.28,5bf311373a5bf00001401f64,SixStateSample,1,,,1,0,1
R_5TMhcVoXAML58aS,33.9555,-118.2863,0.699999988,,1,33,0,0,12.36,0,0,0,66.955,0,2,2,,2,2,,2,2,,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,4,4,2,4,4,4,2,1,5,4,4,5,5,"1,3,5",2,3,2,3,1,1,1,3,1,2,1,7,300,1,5,27,40,429,638,77,112,124,193,79,127,0.27,0.4,4.29,6.38,0.77,1.12,1.24,1.93,0.79,1.27,668ea0c518a4d78ff5007041,RestOfUS,1,,,0,0,1
R_7EipMG2FvfcyE2N,39.2909,-76.6096,1,,1,31,0,0,4.461,0,,,,,,,,,,,,,,,,,,,,0,0,16.569,0,2,1,,2,1,,2,1,,2,1,,2,1,,4,4,2,4,4,4,2,2,4,4,4,5,4,"1,3,4",2,2,2,3,2,2,2,6,2,2,1,4,90,1,3,29,42,419,605,77,114,140,221,89,116,0.29,0.42,4.19,6.05,0.77,1.14,1.4,2.21,0.89,1.16,66d5d36f0cd4bfbac8550351,RestOfUS,1,,,0,1,1
R_6hExKY6IFLBX1Iz,33.9193,-84.1427,1,,1,11,0,0,5.865,0,0,0,12.299,0,2,1,,1,,2,1,,2,1,,1,2,1,,,,,,,,,,,,,,,,,,,,,5,3,2,2,4,4,2,7,4,4,4,5,4,"1,4,5",2,3,2,6,2,2,2,3,2,2,1,4,100,3,4,28,36,419,632,83,126,135,225,84,127,0.28,0.36,4.19,6.32,0.83,1.26,1.35,2.25,0.84,1.27,5c9afa5aa1bfdf00165c5888,SixStateSample,1,,,0,0,1
R_5Q2MyoyzP6SQ1Cp,41.9025,-87.6726,1,,1,14,0,0,10.653,0,,,,,,,,,,,,,,,,,,,,0,0,28.2,0,2,2,,2,2,,2,2,,2,2,,2,2,,5,5,2,3,3,4,2,1,4,5,4,5,4,"2,5,6",2,3,2,3,1,2,2,4,2,2,1,7,150,1,2,24,36,401,612,73,122,145,213,82,127,0.24,0.36,4.01,6.12,0.73,1.22,1.45,2.13,0.82,1.27,65614d209a18e3a528c2b066,RestOfUS,1,,,1,1,1
R_5CVnEoKAEry3z6E,39.0429,-122.9158,0.5,,1,5,0,0,84.445,0,0,0,20.262,0,2,1,,2,1,,2,1,,2,1,,2,1,,,,,,,,,,,,,,,,,,,,,4,4,2,4,4,5,1,2,4,4,5,5,4,"3,4,7",3,4,4,6,1,1,1,3,1,"1,5,6,8",1,11,80,1,3,25,37,378,599,78,129,143,204,83,118,0.25,0.37,3.78,5.99,0.78,1.29,1.43,2.04,0.83,1.18,657f9ecdc7afa8708864c59b,RestOfUS,1,,,0,0,1
R_3RNTqWOeymRWKeR,33.6952,-80.2109,1,,1,42,4.535,4.535,42.206,1,6.804,89.2,91.462,2,1,,1,1,,2,1,,2,1,,2,2,1,,,,,,,,,,,,,,,,,,,,,3,4,2,4,5,5,2,3,4,4,5,5,4,"4,5,7",3,4,2,3,3,1,2,6,2,2,1,2,70,1,4,30,38,413,632,77,115,143,197,72,129,0.3,0.38,4.13,6.32,0.77,1.15,1.43,1.97,0.72,1.29,60e37439f7c69f9e2d4466eb,RestOfUS,1,,,0,0,1
R_6Q0nvteFEh1Sx3c,33.7667,-84.3363,1,,1,11,0,0,49.267,0,,,,,,,,,,,,,,,,,,,,0,0,296.804,0,2,1,,2,2,,2,1,,2,2,,2,1,,4,5,2,4,3,4,1,2,4,4,4,5,3,"4,5,7",3,2,3,6,4,2,2,5,1,1,1,6,250,1,1,25,39,355,637,70,122,147,195,77,126,0.25,0.39,3.55,6.37,0.7,1.22,1.47,1.95,0.77,1.26,66d4ec6fe6d7a979e98b5ff3,RestOfUS,1,,,0,1,1
R_5CwUdX0Dcvt6VVg,38.9336,-92.363,1,,1,26,0,0,11.384,0,,,,,,,,,,,,,,,,,,,,0,0,28.813,0,2,1,,2,1,,2,1,,2,1,,2,1,,3,4,2,1,1,3,1,7,4,4,4,5,3,"4,5,7",3,4,4,6,1,2,3,4,2,1,1,6,150,1,3,24,36,403,599,87,130,127,208,87,123,0.24,0.36,4.03,5.99,0.87,1.3,1.27,2.08,0.87,1.23,667d97ece040723f822fe223,SixStateSample,1,,,1,1,1
R_1dSfDsHvnNYdkCD,33.9193,-84.1427,1,,1,11,0,0,52.5,0,,,,,,,,,,,,,,,,,,,,0,0,115.449,0,2,2,,2,2,,2,2,,2,2,,2,2,,4,5,2,4,4,5,2,1,5,4,4,5,2,"2,4,5",2,3,3,6,1,3,4,5,1,2,1,6,770,1,5,23,38,429,585,75,125,145,219,81,113,0.23,0.38,4.29,5.85,0.75,1.25,1.45,2.19,0.81,1.13,660ff598a3391e9b7d8feab4,RestOfUS,1,,,0,1,1
R_16mcL6qfWNrSqTl,39.8345,-82.8064,1,,1,36,0,0,11.278,0,0,0,20.756,0,2,2,,2,2,,2,2,,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,4,4,2,4,4,4,2,2,5,4,4,5,3,"2,4,5",2,2,1,2,1,1,2,5,2,2,1,11,100,1,1,25,42,428,564,89,112,141,210,70,115,0.25,0.42,4.28,5.64,0.89,1.12,1.41,2.1,0.7,1.15,66df753c8362136c2f197f0b,RestOfUS,1,,,0,0,1
R_1o5U1tAc8mHmHet,33.9955,-84.6581,1,,1,11,0,0,522.475,0,,,,,,,,,,,,,,,,,,,,0,0,133.094,0,2,2,,2,1,,2,2,,2,1,,2,1,,4,4,2,4,2,5,2,4,5,4,4,5,2,"2,4,5",2,2,4,3,2,1,4,4,2,2,1,5,200,1,3,29,41,406,585,84,127,132,215,77,110,0.29,0.41,4.06,5.85,0.84,1.27,1.32,2.15,0.77,1.1,656138320cd28ef4dc6be3d0,RestOfUS,1,,,0,1,1
R_70tQBGaRyMnFxsP,32.5938,-83.642,1,,1,11,57.363,87.943,118.312,3,,,,,,,,,,,,,,,,,,,,7.132,7.132,22.129,1,2,2,,2,2,,2,2,,2,1,,2,2,,4,4,2,3,3,4,1,3,4,4,4,5,4,"1,3,4",2,2,2,3,1,1,2,3,2,10,1,7,100,1,4,29,43,399,550,75,122,140,207,86,128,0.29,0.43,3.99,5.5,0.75,1.22,1.4,2.07,0.86,1.28,655f95ffd90905e27c938a49,RestOfUS,1,,,0,1,1
R_1ifSAe8adgMRfA5,26.8052,-80.2484,1,,1,10,0,0,9.648,0,0,0,28.849,0,2,2,,2,2,,2,2,,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,4,4,2,4,3,4,1,1,4,4,4,5,4,"1,2,3",2,2,3,3,2,1,2,5,2,"1,9",1,11,250,1,4,29,39,357,629,73,129,158,221,78,126,0.29,0.39,3.57,6.29,0.73,1.29,1.58,2.21,0.78,1.26,66acf7e114ccc48c4f7f9594,RestOfUS,1,,,0,0,1
R_3B2tefZnZ6UPpcg,27.9032,-82.2911,1,,1,10,0,0,3.265,0,,,,,,,,,,,,,,,,,,,,113.507,122.752,218.143,4,2,2,,2,2,,2,2,,2,2,,2,2,,5,5,2,3,3,4,1,2,5,5,5,5,5,"1,2,3",1,2,1,2,1,1,1,5,2,1,1,7,150,1,1,24,43,434,603,84,126,150,203,72,129,0.24,0.43,4.34,6.03,0.84,1.26,1.5,2.03,0.72,1.29,6681c8be37692ab271e01d76,RestOfUS,1,,,0,1,1
R_52GoUjWJP8BnWh3,38.9757,-77.6414,1,,1,48,0,0,5.399,0,0,0,16.303,0,1,,2,1,,2,2,1,,2,2,,1,,2,,,,,,,,,,,,,,,,,,,,5,5,2,5,5,5,2,2,3,3,4,5,3,"2,3,4",2,3,3,6,3,4,3,2,1,6,1,6,400,1,4,28,37,372,625,72,113,146,220,73,129,0.28,0.37,3.72,6.25,0.72,1.13,1.46,2.2,0.73,1.29,600f9342e7bc5518fa9ca92a,RestOfUS,1,,,0,0,1
R_1IQq4mW7AvqefHr,38.768,-121.3349,1,,1,5,0,0,216.037,0,,,,,,,,,,,,,,,,,,,,0,0,51.065,0,2,1,,2,1,,2,1,,2,1,,2,1,,4,4,2,4,4,4,1,2,5,3,3,5,2,"2,4,5",3,4,4,6,1,4,4,4,1,"1,9",1,11,200,1,4,27,37,421,630,75,123,148,222,79,130,0.27,0.37,4.21,6.3,0.75,1.23,1.48,2.22,0.79,1.3,66c0d9ef3c9b1d596446f813,RestOfUS,1,,,0,1,1
R_7fCzGhfAQPk9Ueu,29.5933,-90.7596,1,,1,19,0,0,20,0,,,,,,,,,,,,,,,,,,,,0,0,56.7,0,2,2,,2,2,,2,2,,2,1,,2,1,,4,4,2,4,4,4,1,2,4,5,4,5,2,"1,3,4",3,3,3,6,1,4,3,5,2,3,1,12,150,1,5,24,38,441,646,83,127,151,211,76,110,0.24,0.38,4.41,6.46,0.83,1.27,1.51,2.11,0.76,1.1,6631b7082d353b2a8ab48cfe,SixStateSample,1,,,1,1,1
R_6k7gRvUiugqqw1d,43.0699,-76.1144,1,,1,33,4.073,15.015,31.843,8,,,,,,,,,,,,,,,,,,,,7.265,10.667,120.094,2,2,1,,2,2,,2,1,,2,1,,2,1,,3,4,2,3,3,4,1,7,5,4,3,5,2,"4,5,7",5,4,4,4,1,2,5,4,1,1,1,5,125,1,2,30,40,438,562,86,129,148,211,82,110,0.3,0.4,4.38,5.62,0.86,1.29,1.48,2.11,0.82,1.1,66b944d6daadbf9eaf009c9c,RestOfUS,1,,,0,1,1
R_5N5WhHwxTTrSKmB,35.2345,-89.8502,1,,1,44,19.353,19.353,36.894,1,3.655,158.067,160.02,2,1,,1,2,2,,2,2,,1,,1,1,,1,,,,,,,,,,,,,,,,,,,,4,4,2,4,4,4,2,1,4,4,4,5,4,"1,2,3",2,2,2,2,1,1,1,3,2,2,1,5,300,1,4,28,36,428,627,90,112,149,207,77,127,0.28,0.36,4.28,6.27,0.9,1.12,1.49,2.07,0.77,1.27,6560eb379a18e3a528c2a3c2,SixStateSample,1,,,1,0,1
