"","ResponseId","Q2","Q11","t2"
"403","R_7R7xgbpbehm5YLn","louisiana","seafood","seafood"
"404","R_ThLLQvOATpPfJuN","missouri","seafood","crawfish"
"405","R_1fjEzogI9IEp6OM","arkansas","cornbread","cornbread"
"406","R_1fjEzogI9IEp6OM","arkansas","grits","grits"
"407","R_1fjEzogI9IEp6OM","arkansas","seafood","fish"
"408","R_1fjEzogI9IEp6OM","arkansas","pimentocheese","pimentocheese"
"409","R_1fjEzogI9IEp6OM","arkansas","seafood","shrimp"
"410","R_1fjEzogI9IEp6OM","arkansas","pecanpie","pecanpie"
"411","R_1fjEzogI9IEp6OM","arkansas","seafood","fish"
"412","R_1fjEzogI9IEp6OM","arkansas","pickledcucumber","pickledcucumber"
"413","R_2sapRH7CqPEcShi","louisiana","alligator","alligator"
"414","R_2QgFqZJc9knWukb","louisiana","catfish","catfish alligator"
"415","R_2QgFqZJc9knWukb","louisiana","alligator","catfish alligator"
"416","R_OvYrn2t6A9Hl8it","arkansas","corn","corn"
"417","R_dal2wIgxE7dcnBv","tennessee","none","none"
"418","R_3BQ4TFkrgf8GXEl","tennessee","corn","corn"
"419","R_2PtW7RgfOGnA4Ic","arkansas","pecans","pecans"
"420","R_3fCan4ojorE9WRG","arkansas","cajun","cajun"
"421","R_3MSWcMISJ3GKSTe","tennessee","sugarcane","sugarcane"
"422","R_1LSz2SshEBzNhJP","tennessee","none","none"
"423","R_2V8cFX8KmyTxSeC","tennessee","none","none"
"424","R_3Ld0GWPsOeWjRzW","tennessee","corn","corn"
"425","R_2SodRXZ5AwYGuYT","missouri","cotton","cotton"
"426","R_2SodRXZ5AwYGuYT","missouri","tobacco","tobacco okra collards"
"427","R_2SodRXZ5AwYGuYT","missouri","okra","tobacco okra collards"
"428","R_2SodRXZ5AwYGuYT","missouri","collards","tobacco okra collards"
"429","R_UFJdn1Hz7SZTDhL","tennessee","none","none"
"430","R_12FLly9evLeuPxh","missouri","none","none"
"431","R_2c5HnD64o3vFVdM","tennessee","none","none"
"432","R_1OpebpYRFiDd46Q","missouri","seafood","fish"
"433","R_88rrPkgvid60ZfH","missouri","none","none"
"434","R_UngJJf9wyXVx0EF","louisiana","potatoes","potatoes"
"435","R_1FFfGUHfjrZK62p","arkansas","squash","squash"
"436","R_2EsDMnfrdyMr7V0","louisiana","sugarcane","sugarcane"
"437","R_3OdECDt9LzEgDUr","mississippi","sweetpotatoes","sweetpotatoes"
"438","R_3Eg7UpI0OppERmt","missouri","wheat","wheat"
"439","R_WlIy7F3VrbcA5c5","tennessee","wheat","wheat"
"440","R_1fjGeGHLDZY8ZO7","tennessee","soybeans","soybeans"
"441","R_25XAPh1gV2U1zFR","mississippi","chicken","chicken"
"442","R_ZkPxVB2cEcOHe01","arkansas","chicken","chicken"
"443","R_11YICglJnN9c4OD","tennessee","corn","corn cotton soybeans"
"444","R_11YICglJnN9c4OD","tennessee","cotton","corn cotton soybeans"
"445","R_11YICglJnN9c4OD","tennessee","soybeans","corn cotton soybeans"
"446","R_6Gdr0hO9lNwSGNb","mississippi","none","none"
"447","R_3MQEp8vwiQaJvvX","missouri","none","none"
"448","R_XOfX3LGfXD7bhjH","tennessee","rice","rice"
"449","R_3L6APui3EOMxmLR","arkansas","corn","corn"
"450","R_3L6APui3EOMxmLR","arkansas","grains","grains"
"451","R_2YwUjosihaXY4AY","arkansas","mudpie","mudpie"
"452","R_3m50LhUweTIggme","mississippi","pie","pie"
"453","R_1k1uWMDxVNYqub1","missouri","seafood","fish"
"454","R_1kIwei9LsS39emZ","missouri","soybeans","soybeans"
"455","R_27NgArkfP69sxn2","arkansas","bread","bread"
"456","R_2WSSbwRLlp4WqEE","mississippi","soybeans","soybeans"
"457","R_1nPfOXrIiaMm4up","tennessee","carrots","carrots"
"458","R_1nPfOXrIiaMm4up","tennessee","corn","corn"
"459","R_3Rr9nIRzsWWBWkq","mississippi","seafood","fish"
"460","R_1LUnhasnY6LMNGw","mississippi","corn","corn"
"461","R_yyVhUUF55Je3Rw5","tennessee","none","none"
"462","R_1FeSqgcXnHRnuQP","tennessee","seafood","fish"
"463","R_eDlTr2ghGKNM32F","louisiana","chicken","chicken"
"464","R_3iRzUu9jtq7Gnuk","mississippi","corn","corn"
"465","R_1hQFPLiPE8zs9zA","missouri","seafood","crawfish"
"466","R_eMbb8sfovl7Zv1v","louisiana","none","none"
"467","R_1Ioaf3XjB1A4ytz","louisiana","seafood","fish"
"468","R_afqr9JJ15tIoKYx","mississippi","seafood","fish"
"469","R_3EfAXT5vvmaml0o","tennessee","seafood","fish"
"470","R_1fjDjOX3nwTdjdy","arkansas","seafood","fish"
"471","R_zeFgHGeYb6rYsCd","mississippi","friedpickles","friedpickles"
"472","R_zeFgHGeYb6rYsCd","mississippi","flour","flour"
"473","R_2Yn6eDlTcFrB2d8","mississippi","greens","greens"
"474","R_2ZQF5HiZCljxirU","tennessee","rice","rice"
"475","R_2ZQF5HiZCljxirU","tennessee","soybeans","soybeans"
"476","R_3Rl6DXUx0PLUhA4","louisiana","rice","rice dressing"
"477","R_3Rl6DXUx0PLUhA4","louisiana","dressing","rice dressing"
"478","R_3RmV6uWBF2aIqaD","tennessee","rice","rice sugarcane"
"479","R_3RmV6uWBF2aIqaD","tennessee","sugarcane","rice sugarcane"
"480","R_3iDwTOkZfVZACi8","tennessee","trout","trout"
"481","R_1mwrBkZji8rT5y0","louisiana","seafood","fish"
"482","R_1mwrBkZji8rT5y0","louisiana","seafood","shrimp"
"483","R_1mwrBkZji8rT5y0","louisiana","oysters","oysters"
"484","R_3KpCHtMrgOBQOU0","tennessee","okra","okra corn"
"485","R_3KpCHtMrgOBQOU0","tennessee","corn","okra corn"
"486","R_3KpCHtMrgOBQOU0","tennessee","peaches","peaches"
"487","R_2pPq2dDHlB0ww4Y","arkansas","friedpickles","friedpickles"
"488","R_2tbVQ0zZREwQ9m2","mississippi","burgers","burgers"
"489","R_1kHwR8BcDmE2ZKP","louisiana","potatoes","potatoes"
"490","R_3rUvpnXPh15jhXU","arkansas","coleslaw","coleslaw"
"491","R_3rUvpnXPh15jhXU","arkansas","pork","pork"
"492","R_3rUvpnXPh15jhXU","arkansas","seafood","fish"
"493","R_STObD3KJVMGbcpX","arkansas","none","none"
"494","R_C9REwZq2kP0SObv","tennessee","chicken","chicken pot pie"
"495","R_C9REwZq2kP0SObv","tennessee","pot","chicken pot pie"
"496","R_C9REwZq2kP0SObv","tennessee","pie","chicken pot pie"
"497","R_pKwqRtepM2H98YN","tennessee","mudpie","mudpie"
"498","R_datMbbolTRd5Z5f","missouri","cabbage","cabbage"
"499","R_2wgyOGcg15MTJ3b","tennessee","corn","corn"
"500","R_2wgyOGcg15MTJ3b","tennessee","soybeans","soybeans"
"501","R_9AlKnfVSfLiXfgZ","tennessee","soybeans","soybeans"
"502","R_28Ytz4iMDNNIJlS","mississippi","beef","beef"
"503","R_1MLmaqQQC3U14xS","tennessee","beef","beef"
"504","R_2xYq3MfEfsRfhx7","tennessee","corn","corn"
"505","R_1kNdB8CNyrDDcgd","mississippi","cotton","cotton"
"506","R_2VkGBtwcVrwXoqg","tennessee","friedeverything","friedeverything"
"507","R_2cuxlBZjkH3eJMc","arkansas","greens","greens"
"508","R_10JgHSB43OvukYO","louisiana","none","none"
"509","R_2AQJVRRMmOorBVL","mississippi","none","none"
"510","R_27jplkLX3twzmBU","mississippi","peas","peas"
"511","R_1oo6obAiG353WXN","mississippi","soybeans","soybeans"
"512","R_1oo6obAiG353WXN","mississippi","corn","corn"
"513","R_6m6Nsc1bUrgA2XL","tennessee","fruit","fruit"
"514","R_RfW9oiiHlr25qw1","arkansas","peaches","peaches"
"515","R_2uWWSbGaA2xGX70","tennessee","pumpkins","pumpkins"
"516","R_2uWWSbGaA2xGX70","tennessee","tobacco","tobacco"
"517","R_2uWWSbGaA2xGX70","tennessee","cotton","cotton"
"518","R_1CBywzbiAABZ3OD","mississippi","soybeans","soybeans"
"519","R_PMTKaFziiprPFPb","arkansas","rice","rice"
"520","R_PMTKaFziiprPFPb","arkansas","corn","corn"
"521","R_PMTKaFziiprPFPb","arkansas","potatoes","potatoes"
"522","R_2VDdZKn4OQZ1W5n","tennessee","barbecue","barbecue"
"523","R_3nUkOrNH2wgiTQ1","tennessee","corn","corn"
"524","R_yDviBvG6PhpQHpT","missouri","corn","corn"
"525","R_1gvCHqZGv8zVjpo","mississippi","corn","corn"
"526","R_1etMME4i74JAc4f","missouri","corn","corn"
"527","R_29caJYEeHZBMQrD","tennessee","fruit","fruit"
"528","R_31gyxzPnbtXMHVn","arkansas","nuts","nuts"
"529","R_2w1Eh3WnGwEsQn4","tennessee","potatoes","potatoes"
"530","R_xDRFFMg5AyqpQQ1","louisiana","seafood","seafood"
"531","R_ptvPeiugK72e94l","tennessee","turnips","turnips"
"532","R_1BRTb4d4GCaVYbL","tennessee","wheat","wheat"
"533","R_1BRTb4d4GCaVYbL","tennessee","beef","beef"
"534","R_1BRTb4d4GCaVYbL","tennessee","sheep","sheep"
"535","R_1BRTb4d4GCaVYbL","tennessee","chicken","chicken"
"536","R_7X2HJjtHkZKQ11v","mississippi","gumbo","gumbo"
"537","R_6yuI4pCZmJXUO5P","louisiana","sugarcane","sugarcane"
"538","R_ONA5aEHwLokbkDn","tennessee","soybeans","soybeans"
"539","R_ONA5aEHwLokbkDn","tennessee","cotton","cotton"
"540","R_ONA5aEHwLokbkDn","tennessee","corn","corn"
"541","R_ONA5aEHwLokbkDn","tennessee","grains","grains"
"542","R_WcJpOe6ycOBiICt","arkansas","peaches","peaches"
"543","R_3nxfbo9q068NukH","louisiana","seafood","seafood"
"544","R_u37074ksoYQWK3v","arkansas","rice","rice beans soybeans milo"
"545","R_u37074ksoYQWK3v","arkansas","beans","rice beans soybeans milo"
"546","R_u37074ksoYQWK3v","arkansas","soybeans","rice beans soybeans milo"
"547","R_u37074ksoYQWK3v","arkansas","milo","rice beans soybeans milo"
"548","R_32009arM7d3AgXX","louisiana","sugarcane","sugarcane"
"549","R_401igAuHZjSZHgt","arkansas","cotton","cotton"
"550","R_12AydeLyjFFAl0u","missouri","corn","corn"
"551","R_9ZfOFJfNcQnbZ1T","mississippi","seafood","fish"
"552","R_D8A9DwE4AyCN2bT","arkansas","seafood","fish beans"
"553","R_D8A9DwE4AyCN2bT","arkansas","beans","fish beans"
"554","R_1IuWwXntHv7ogAm","louisiana","seafood","fish apples"
"555","R_1IuWwXntHv7ogAm","louisiana","apples","fish apples"
"556","R_R3wpILBQRFzpFXb","tennessee","corn","corn"
"557","R_Df9Y5W3OEOvhusp","louisiana","corn","corn"
"558","R_28UvGCr8bGcHdgP","arkansas","corn","corn"
"559","R_2WUNtVudFpOHR6A","missouri","corn","corn"
"560","R_1QmeUUKG8HTlZK2","tennessee","grapes","grapes"
"561","R_1MLM1SYk4IqRw3G","missouri","wheat","wheat"
"562","R_1BXIwfnGJdngrEf","louisiana","corn","corn"
"563","R_3Dh9tXtoxffIaIs","louisiana","seafood","crawfish"
"564","R_2WA55qnHvTuP9pY","tennessee","corn","corn"
"565","R_2CZZr6aCkBd0QuJ","tennessee","corn","corn"
"566","R_2ZVPzggViouFOvA","missouri","potatoes","potatoes"
"567","R_1hxMXHK3aGsf6wd","tennessee","seafood","fish"
"568","R_db5DP7zHx7C2C77","louisiana","redbeans","redbeans"
"569","R_A4l1BeHNhHBoOUV","arkansas","soulfood","soulfood"
"570","R_A4l1BeHNhHBoOUV","arkansas","seafood","seafood"
"571","R_3oLo5zsYna5Zz2u","missouri","none","none"
"572","R_3WqeSUVB8G7iRY5","mississippi","none","none"
"573","R_1llY2Xc5yqgNdOY","mississippi","cotton","cotton"
"574","R_1iqXPbOfALS7KTr","arkansas","seafood","crawfish"
"575","R_2zdPTBoO72x6dZn","arkansas","burgers","burgers"
"576","R_0xGLPpvZVDitl4t","arkansas","rice","rice"
"577","R_1lz9azPz5ATmntU","missouri","none","none"
"578","R_2xJc9q9oZvgYPIX","missouri","beef","beef"
"579","R_BzSnPjrVAo6o05H","louisiana","cotton","cotton"
"580","R_BzSnPjrVAo6o05H","louisiana","sugarcane","sugarcane"
"581","R_sb7OriZEWw7uQ6Z","mississippi","none","none"
"582","R_0xpPTl7P67xdvlD","tennessee","moonshine","moonshine"
"583","R_07AGs11QuTQ1xh7","louisiana","corn","corn"
"584","R_XRNL28jlw89wNjj","missouri","soybeans","soybeans"
"585","R_1BQkTJhoq4b4yZ7","missouri","chips","chips"
"586","R_1Eg2hIjzVBF6Dvl","mississippi","cotton","cotton"
"587","R_bI0ENp43MRa1Im5","tennessee","moonpies","moonpies"
"588","R_3ylHEU4HfsYs8nL","missouri","soybeans","soybeans"
"589","R_1rPOcaQlf1oBHvl","tennessee","sweetpotatoes","sweetpotatoes"
"590","R_3Jw0glC8aSmTveg","arkansas","corn","corn"
"591","R_10ARltUziL8sGeF","missouri","corn","corn rice"
"592","R_10ARltUziL8sGeF","missouri","rice","corn rice"
"593","R_4Pydlg125y1d53b","tennessee","cotton","cotton"
"594","R_3k09QQv6IHufuJj","arkansas","seafood","fish"
"595","R_tRvlRXqe69jJKQ9","arkansas","seafood","fish"
"596","R_UXSI1oEVwO9Pyfv","mississippi","rice","rice"
"597","R_1oHfgIz5XAUwztH","louisiana","rice","rice wheat"
"598","R_1oHfgIz5XAUwztH","louisiana","wheat","rice wheat"
"599","R_2rITOA2xQnrrsLL","louisiana","soybeans","soybeans"
"600","R_2rITOA2xQnrrsLL","louisiana","corn","corn"
"601","R_2rITOA2xQnrrsLL","louisiana","sugarcane","sugarcane"
"602","R_2rITOA2xQnrrsLL","louisiana","sweetpotatoes","sweetpotatoes"
"603","R_1NbnsEmUiD9hbcV","louisiana","sugarcane","sugarcane"
"604","R_1NbnsEmUiD9hbcV","louisiana","rice","rice"
"605","R_qEE9c8RKfqtWCPf","tennessee","corn","corn"
"606","R_qEE9c8RKfqtWCPf","tennessee","soybeans","soybeans"
"607","R_qEE9c8RKfqtWCPf","tennessee","rice","rice"
"608","R_1GylIPwa1z7LNQA","louisiana","seafood","seafood"
"609","R_pyiocID8u9gEk8x","tennessee","none","none"
"610","R_2U4TZRkP7Ke5LXP","mississippi","seafood","fish"
"611","R_WDawK4VKq2L2Fbj","tennessee","tomatoes","tomatoes"
"612","R_XX1wTPqrQhUHX4l","arkansas","none","none"
"613","R_1hRNeuv5t1ftHLm","mississippi","friedpickles","friedpickles"
"614","R_1j9rTmvxQHjlhko","louisiana","sugarcane","sugarcane"
"615","R_1j9rTmvxQHjlhko","louisiana","rice","rice"
"616","R_1j9rTmvxQHjlhko","louisiana","syup","syup"
"617","R_2wu8J5vrD4tKE73","missouri","yellowsquash","yellowsquash"
"618","R_2wu8J5vrD4tKE73","missouri","zuchinni","zuchinni"
"619","R_2wu8J5vrD4tKE73","missouri","greenbeans","greenbeans"
"620","R_2wu8J5vrD4tKE73","missouri","tomatoes","tomatoes"
"621","R_2wu8J5vrD4tKE73","missouri","beef","beef"
"622","R_2wu8J5vrD4tKE73","missouri","chicken","chicken"
"623","R_2TzyboqILndpEcq","tennessee","soulfood","soulfood"
"624","R_2xREov2EP5S2gyh","mississippi","chicken","chicken"
"625","R_1kM3DtkwDHLyCZd","tennessee","barbecue","barbecue"
"626","R_1jHEm299OOWLvFD","tennessee","beef","beef"
"627","R_2tEiAZrvl1ZARfL","missouri","turkey","turkey"
"628","R_2tEiAZrvl1ZARfL","missouri","chicken","chicken"
"629","R_1JVGmvpvvigt2cL","arkansas","potatoes","potatoes"
"630","R_yTJ43GqeKaxGxwZ","arkansas","n\a","n\a"
"631","R_2rGRcuvODWTx9du","louisiana","sugarcane","sugarcane"
"632","R_2rGRcuvODWTx9du","louisiana","rice","rice"
"633","R_2YwTKiZAuYyOTO2","missouri","soybeans","soybeans"
"634","R_cIW9yPrv9wBK4Ap","arkansas","seafood","fish"
"635","R_33fHg9OnFd3KNKc","missouri","chicken","chicken"
"636","R_1QGl0GflnY5g0oO","arkansas","corn","corn"
"637","R_1dzc1R1C38NE53Y","tennessee","corn","corn"
"638","R_1dzc1R1C38NE53Y","tennessee","wheat","wheat"
"639","R_1dzc1R1C38NE53Y","tennessee","soybeans","soybeans"
"640","R_Q9O0egr1GPjEwyR","tennessee","cotton","cotton"
"641","R_1Hq3MmwRLx4LCkp","mississippi","cotton","cotton"
"642","R_1lgJfTlqCqcXf0S","tennessee","seafood","fish"
"643","R_2t0eNgQM73KZP5U","tennessee","seafood","fish"
"644","R_2YSs9lymDFm04AB","tennessee","seafood","fish"
"645","R_1eR8C5KSSzE11cm","missouri","none","none"
"646","R_3k4EvNKK985kKxd","tennessee","none","none"
"647","R_3EnddwGVwGj4Y7Z","mississippi","none","none"
"648","R_Uu6MTsHX3vORWEh","tennessee","none","none"
"649","R_2qjY2ES4RMqC5Wl","louisiana","none","none"
"650","R_3O07IcRrLySYNEG","tennessee","none","none"
"651","R_1GxAYKPzFtjxQAB","tennessee","none","none"
"652","R_2YbNDhhNI37gVi8","missouri","macncheese","macncheese"
"653","R_2wubr4vAisUVRMR","missouri","none","none"
"654","R_3rZqkwwvvVaCCnH","arkansas","rice","rice"
"655","R_piuZtvOBvt4dkbf","arkansas","rice","rice"
"656","R_1q7E4bKYLPfP5vj","arkansas","rice","rice"
"657","R_1q7E4bKYLPfP5vj","arkansas","soybeans","soybeans"
"658","R_1q7E4bKYLPfP5vj","arkansas","corn","corn"
"659","R_1q7E4bKYLPfP5vj","arkansas","okra","okra"
"660","R_1q7E4bKYLPfP5vj","arkansas","tomatoes","tomatoes"
"661","R_1PcQLCPbP7E9KSu","arkansas","soybeans","soybeans"
"662","R_3flPJFTig4bvtH8","missouri","watermelon","watermelon"
"663","R_3flPJFTig4bvtH8","missouri","peaches","peaches"
"664","R_1IQlX5lDogulz6J","arkansas","haitianfood","haitianfood"
"665","R_3NLs90SeJT0x3ek","arkansas","corn","corn"
"666","R_2zedn5PhTy7HLkE","arkansas","cattail","cattail"
"667","R_2zedn5PhTy7HLkE","arkansas","seafood","fish"
"668","R_1LqJcHHukNu15fA","louisiana","seafood","seafood"
"669","R_2doUJginHi7PqbA","arkansas","rice","rice"
"670","R_3k65ee0wDhJCWyu","mississippi","potatoes","potatoes"
"671","R_3MRw1EUkgMLfbC4","arkansas","rice","rice"
"672","R_3RsdrqemYP1bxAv","louisiana","gumbo","gumbo"
"673","R_3RsdrqemYP1bxAv","louisiana","seafood","crawfish"
"674","R_1kUCRZ0q7ZS1STp","mississippi","chicken","chicken"
"675","R_PMp1j11vKL7tNxn","louisiana","soybeans","soybeans"
"676","R_PvauNGtyW5iYGfn","tennessee","oranges","oranges"
"677","R_PvauNGtyW5iYGfn","tennessee","corn","corn nuts"
"678","R_PvauNGtyW5iYGfn","tennessee","nuts","corn nuts"
"679","R_9vr6HI4hxL1mWT7","arkansas","cotton","cotton"
"680","R_1js7oFSnSltwePz","missouri","corn","corn soybeans"
"681","R_1js7oFSnSltwePz","missouri","soybeans","corn soybeans"
"682","R_yUQKYn0ueVVHoiJ","arkansas","corn","corn"
"683","R_3fNLAc2EtC2a9RU","arkansas","soybeans","soybeans"
"684","R_3iR6zxIxysIgwSK","louisiana","none","none"
"685","R_21sTAib4mWd2aPg","arkansas","lobster","lobster"
"686","R_1q7LzUyUJyyc7K2","tennessee","seafood","shrimp"
"687","R_1q7LzUyUJyyc7K2","tennessee","seafood","crawfish"
"688","R_277lEtPoo0ymwrw","louisiana","corn","corn"
"689","R_2pKvAUrHL4RRrTG","louisiana","seafood","crawfish"
"690","R_ApqsLFfAVir5DTb","missouri","peanuts","peanuts"
"691","R_ApqsLFfAVir5DTb","missouri","cotton","cotton"
"692","R_ApqsLFfAVir5DTb","missouri","corn","corn"
"693","R_ApqsLFfAVir5DTb","missouri","soybeans","soybeans"
"694","R_ApqsLFfAVir5DTb","missouri","strawberries","strawberries"
"695","R_ewH3pIQ8sXShKdH","arkansas","apple","apple"
"696","R_7VepjkIxoMypZfj","louisiana","rice","rice"
"697","R_2X1isfywrLqYTo4","tennessee","apples","apples grapes"
"698","R_2X1isfywrLqYTo4","tennessee","grapes","apples grapes"
"699","R_1kLHPnx6XfwlYpX","louisiana","none","none"
"700","R_2Vw5QPoJLVk3kdu","arkansas","mashedpotatoes","mashedpotatoes"
"701","R_xGD5TWzXVPA9zvr","arkansas","soybeans","soybeans"
"702","R_1pST3XXuwF2zJeL","arkansas","fruit","fruit"
"703","R_1pST3XXuwF2zJeL","arkansas","pecans","pecans"
"704","R_1OMEligs136audJ","arkansas","meat","meat"
"705","R_XLL8Nx11TD8EEhz","tennessee","seafood","fish"
"706","R_2sYp376cNb17w8E","missouri","coconut","coconut"
"707","R_2sYp376cNb17w8E","missouri","bananas","bananas"
"708","R_1DMaNVwoUSmVHhp","missouri","peanuts","peanuts"
"709","R_1rwyS7slqIVCMG0","missouri","corn","corn grains"
"710","R_1rwyS7slqIVCMG0","missouri","grains","corn grains"
"711","R_1iarwWGeLTnxDl3","tennessee","seafood","fish"
"712","R_3nVEvViNBRKXhZ9","arkansas","pizza","pizza"
"713","R_3JBemDNMeIiH9aF","arkansas","deltatamales","deltatamales"
"714","R_3st8uigbixwCC4V","mississippi","potatoes","potatoes"
"715","R_3st8uigbixwCC4V","mississippi","potpie","potpie"
"716","R_1dhw1DRMrFUfXMc","mississippi","seafood","fish"
"717","R_3gZ6YNnkY079Djz","louisiana","rice","rice"
"718","R_3gZ6YNnkY079Djz","louisiana","sugarcane","sugarcane"
"719","R_3gZ6YNnkY079Djz","louisiana","soybeans","soybeans"
"720","R_25d6r85bzq1qgRH","louisiana","seafood","fish"
"721","R_25d6r85bzq1qgRH","louisiana","seafood","seafood"
"722","R_Zw9dgXfGipsKJJT","arkansas","beef","beef"
"723","R_Zw9dgXfGipsKJJT","arkansas","seafood","seafood"
"724","R_2AHfHL50rBWK0eZ","tennessee","corn","corn"
"725","R_2AHfHL50rBWK0eZ","tennessee","tobacco","tobacco"
"726","R_3lR0FrvM1zSJMnC","tennessee","seafood","fish"
"727","R_BtgBJMiWUueDrWx","louisiana","corn","corn"
"728","R_BtgBJMiWUueDrWx","louisiana","wheat","wheat"
"729","R_2cjBnNiZFEIYgUG","mississippi","corn","corn"
"730","R_1hA3wW8eCxu8Vyf","arkansas","seafood","fish"
"731","R_aXIXmm3sO3hGHZL","missouri","corn","corn"
"732","R_2ExTjF2He37pD5G","tennessee","chicken","chicken"
"733","R_27dOMRXNIffsKRX","arkansas","cotton","cotton"
"734","R_27dOMRXNIffsKRX","arkansas","corn","corn"
"735","R_27dOMRXNIffsKRX","arkansas","soybeans","soybeans"
"736","R_1nVZ0u7a1464SGz","tennessee","sugarcane","sugarcane"
"737","R_2S31iRWNjIGvmHm","arkansas","rice","rice"
"738","R_10Pgj9SJlkK111v","arkansas","rice","rice"
"739","R_svd7weYNjr0jDQ5","arkansas","rice","rice"
"740","R_2AKFsXVqjpKc2Bp","louisiana","pecans","pecans"
"741","R_3kgLb1RCrC0tDMB","louisiana","chicken","chicken"
"742","R_2BbuNSfVvTCrOXJ","arkansas","rice","rice"
"743","R_bEGn3vuq8HFCSnn","arkansas","rice","rice"
"744","R_9BpRYE3IlWVtP4l","arkansas","wild","wild herbs"
"745","R_9BpRYE3IlWVtP4l","arkansas","herbs","wild herbs"
"746","R_3MG45p0iAWszTLl","mississippi","burgers","burgers"
"747","R_3KvJQOcmsCtExwj","tennessee","tonight","tonight"
"748","R_3KvJQOcmsCtExwj","tennessee","pumpkins","pumpkins"
"749","R_1OTxO1nH80PaeJJ","missouri","beans","beans corn"
"750","R_1OTxO1nH80PaeJJ","missouri","corn","beans corn"
"751","R_R8MCmGkSJej5irD","tennessee","corn","corn"
"752","R_3oSCh1Jo5VQana4","tennessee","corn","corn"
"753","R_3PmXC50Uwx77zwK","arkansas","cotton","cotton"
"754","R_3OitazyrrllOcW7","tennessee","seafood","crawfish"
"755","R_ac3HE7gQE2Nxqq5","arkansas","grains","grains"
"756","R_2ckGfutzqAAhGc4","tennessee","none","none"
"757","R_3Gwubg6lrl2noJr","arkansas","rice","rice"
"758","R_u8uv4ScsN1hKQc9","arkansas","rice","rice"
"759","R_xx5qGPrYlUdmaVH","missouri","soybeans","soybeans"
"760","R_xx5qGPrYlUdmaVH","missouri","rice","rice"
"761","R_xx5qGPrYlUdmaVH","missouri","sugarcane","sugarcane"
"762","R_xx5qGPrYlUdmaVH","missouri","grains","grains"
"763","R_xx5qGPrYlUdmaVH","missouri","hay","hay"
"764","R_xx5qGPrYlUdmaVH","missouri","cotton","cotton"
"765","R_1Os3Ma11W1ZWRwe","missouri","beef","beef"
"766","R_1Os3Ma11W1ZWRwe","missouri","corn","corn"
"767","R_2bNm3FrLwdRpT83","arkansas","rice","rice"
"768","R_2bNm3FrLwdRpT83","arkansas","soybeans","soybeans"
"769","R_2bNm3FrLwdRpT83","arkansas","corn","corn"
"770","R_3Ea2ZMZFrSjHzTX","louisiana","bass","bass"
"771","R_2f7ASqOMZM9Kbhh","missouri","corn","corn"
"772","R_3MFO4kUSP09LdWf","tennessee","none","none"
"773","R_Rtxl1uP6HzOVXsl","missouri","greens","greens"
"774","R_Rtxl1uP6HzOVXsl","missouri","corn","corn"
"775","R_3MaNRrXcjnfpJ2V","tennessee","none","none"
"776",NA,NA,NA,NA
"777","R_qUemcXRN5I5rXIR","missouri","none","none"
"778","R_sNkEsGtmhPMwSs1","missouri","pork","pork"
"779","R_1oo2CQyx6zPzcGY","missouri","pork","pork"
"780","R_27lHnXs5Mkpi3M7","louisiana","persimmons","persimmons"
"781","R_31jvjZV0X4cjOOc","louisiana","seafood","seafood"
"782","R_23TB0m65qiynrGZ","tennessee","none","none"
"783","R_d45aBi5ulYKT06B","missouri","corn","corn wheat soybeans"
"784","R_d45aBi5ulYKT06B","missouri","wheat","corn wheat soybeans"
"785","R_d45aBi5ulYKT06B","missouri","soybeans","corn wheat soybeans"
"786","R_3r0883BSKXYO3TT","missouri","none","none"
"787","R_2chhSX8pPQjavXs","louisiana","none","none"
"788","R_1kY0bvcbsCVXEE4","louisiana","none","none"
"789","R_3PLcFvBlAlgM0TX","missouri","soybeans","soybeans"
"790","R_2fIF1Bs0ke4mtdf","arkansas","none","none"
"791","R_1go00zy88pWswzG","missouri","corn","corn"
"792","R_1go00zy88pWswzG","missouri","soybeans","soybeans"
"793","R_1go00zy88pWswzG","missouri","wheat","wheat"
"794","R_2EsY6bzpdZnsREc","tennessee","none","none"
"795","R_O9ZLCpV98fGBZyV","arkansas","rice","rice"
"796","R_O9ZLCpV98fGBZyV","arkansas","soybeans","soybeans"
"797","R_O9ZLCpV98fGBZyV","arkansas","peanuts","peanuts"
"798","R_O9ZLCpV98fGBZyV","arkansas","seafood","fish"
"799","R_2arWFPjsC0nJseK","mississippi","seafood","fish"
"800","R_1imLAyppIyWXSgR","tennessee","none","none"
"801","R_2ykL0RGva2u0cBT","mississippi","seafood","crawfish"
"802","R_3LjAOd4rs9t0bZK","missouri","cotton","cotton"
"803","R_3LjAOd4rs9t0bZK","missouri","wheat","wheat"
"804","R_3LjAOd4rs9t0bZK","missouri","soybeans","soybeans"
"805","R_d4lx94i5rfqRrbj","missouri","chicken","chicken"
"806","R_qxTgFWMcylrEnV7","mississippi","seafood","fish"
"807","R_1kTtjyYHOprBmnU","louisiana","seafood","fish"
"808","R_vr9r6g4R1JIOB2x","tennessee","seafood","fish"
"809","R_QcsM09yLvvWkyn7","missouri","beef","beef"
"810","R_QcsM09yLvvWkyn7","missouri","pork","pork"
"811","R_QcsM09yLvvWkyn7","missouri","chicken","chicken"
"812","R_QcsM09yLvvWkyn7","missouri","turkey","turkey"
"813","R_33gnXYih5sLLjiG","tennessee","corn","corn"
